,Timestamp,Presion descanso PV,Presion descanso LL,Presion descanso HL,Potencia PV,Potencia HL,Potencia DSHL,Corriente PV,Corriente HL,Corriente DSHL,Tonelaje HL,Tonelaje SP,Tonelaje PV,Velocidad HL,Velocidad SP,Velocidad PV,% Solidos HL,% Solidos LL,% Solidos SP,% Solidos PV,% Gruesos,% Intermedios,% Finos,Controller Mode,Status Feeder 1,Status Feeder 2,Status Feeder 3,Status Feeder 4,Status Feeder 5,Status Feeder 6,Tonelaje OP
16,2023-01-31 00:04:00,5439.501953125,5400,5550,7880,12000,11800,1537.2220458984375,2130,2110,2500,2500.0,2485.823974609375,9.800000190734863,8.419987678527832,8.420000076293945,72,71,71.15986633300781,72.1747817993164,14.470191955566406,25.3603515625,60.169456481933594,1,1,1,0,1,1,0,89.69432067871094
17,2023-01-31 00:04:15,5438.84765625,5400,5550,7790,12000,11800,1541.9405517578125,2130,2110,2500,2500.0,2491.922119140625,9.800000190734863,8.419987678527832,8.420000076293945,72,71,71.15986633300781,72.01392364501953,7.136627197265625,12.002250671386719,80.86112213134766,1,1,1,0,1,1,0,89.69432067871094
18,2023-01-31 00:04:30,5437.5556640625,5400,5550,7830,12000,11800,1537.4178466796875,2130,2110,2810,2500.0,2502.679931640625,9.800000190734863,8.419987678527832,8.420000076293945,72,71,71.15986633300781,72.08208465576172,3.52362060546875,14.277519226074219,82.19886016845703,1,1,1,0,1,1,0,89.69432067871094
19,2023-01-31 00:04:45,5437.01123046875,5400,5550,7800,12000,11800,1535.0914306640625,2130,2110,2810,2540.59912109375,2503.926025390625,9.800000190734863,8.439988136291504,8.399999618530273,72,71,71.14986419677734,72.11143493652344,17.022117614746094,20.99041748046875,61.987464904785156,1,1,1,0,1,1,0,89.69432067871094
20,2023-01-31 00:05:00,5437.97607421875,5400,5550,7910,12000,11800,1545.1763916015625,2130,2110,2810,2581.706787109375,2500.24658203125,9.800000190734863,8.44998836517334,8.420000076293945,72,71,71.14986419677734,71.9139633178711,8.450096130371094,21.154373168945312,70.3955307006836,1,1,1,0,1,1,0,90.83030700683594
21,2023-01-31 00:05:15,5438.7197265625,5400,5550,8010,12000,11800,1558.7669677734375,2130,2110,2810,2634.037353515625,2500.32421875,9.800000190734863,8.479988098144531,8.4399995803833,72,71,71.12986755371094,71.94631958007812,8.440933227539062,17.141754150390625,74.41731262207031,1,1,1,0,1,1,0,92.60464477539062
22,2023-01-31 00:05:30,5439.56689453125,5400,5550,8200,12000,11800,1574.7777099609375,2130,2110,2810,2691.5390625,2501.30224609375,9.800000190734863,8.509987831115723,8.470000267028809,72,71,71.11986541748047,71.74299621582031,12.772560119628906,11.631126403808594,75.5963134765625,1,1,1,0,1,1,0,94.4399185180664
23,2023-01-31 00:05:45,5439.89453125,5400,5550,8210,12000,11800,1587.004638671875,2130,2110,2810,2742.948974609375,2503.478271484375,9.800000190734863,8.54998779296875,8.510000228881836,72,71,71.09986877441406,71.75800323486328,3.17779541015625,15.804176330566406,81.01802825927734,1,1,1,0,1,1,0,95.62863159179688
24,2023-01-31 00:06:00,5439.302734375,5400,5550,8330,12000,11800,1600.778076171875,2130,2110,2810,2778.47412109375,2506.003173828125,9.800000190734863,8.589987754821777,8.550000190734863,72,71,71.07987213134766,71.70000457763672,9.197998046875,19.212066650390625,71.58993530273438,1,1,1,0,1,1,0,97.14938354492188
25,2023-01-31 00:06:15,5438.14599609375,5400,5550,8750,12000,11800,1624.3699951171875,2130,2110,2810,2797.26513671875,2508.8125,9.800000190734863,8.619987487792969,8.5600004196167,72,71,71.05987548828125,71.59480285644531,24.023162841796875,19.97298812866211,56.003849029541016,1,1,1,0,1,1,0,98.0427017211914
26,2023-01-31 00:06:30,5436.845703125,5400,5550,8830,12000,11800,1668.169677734375,2130,2110,2810,2805.302001953125,2514.029296875,9.800000190734863,8.64998722076416,8.619999885559082,72,71,71.04987335205078,71.59154510498047,15.156295776367188,25.814254760742188,59.029449462890625,1,1,1,0,1,1,0,98.90341186523438
